WS	WG	category	definition	gloss	uni_lemma	new_gloss	new_uni_lemma	notes
item_71	item_88	toys	ball	prom	ball			It depends if you are referring to a "ball" as in prom/ball or a ball as in a football. 
item_72	item_89	toys	ballong	balloon	balloon			
item_73		toys	blyant	pencil	pen/pencil			
item_74	item_90	toys	bok	book	book			
item_75	item_91	toys	klosser	bricks	block		blocks	klosser' is plural 
item_76	item_92	toys	dukke	baby doll	doll	doll		Doll is more correct as "dukke" is a broader term than baby doll 
item_77		toys	lego	Lego			blocks	
item_78		toys	eventyr	fairy tales			fairytale	
item_79		toys	fargeblyant	crayon	pen/pencil	coloured pencil 	coloured pencil 	
item_80		toys	presang	gift			gift	
item_81		toys	kritt	chalk			chalk 	
item_82	item_93	toys	leke (object)	play	toy (object)	toy 		
item_83		toys	lim	glue			glue 	
item_84		toys	penn	pen			pen 	
item_85		toys	plastilina	plasticine		plasticine 		
item_86		toys	puslespill	jigsaw puzzle			jigsaw puzzle 	
item_87		toys	spill	game			game 	
item_88	item_95	toys	såpebobler	soap bubbles	bubbles			
item_89		food_drink	(brød)skive	(Bread) slice			sandwich	This is interesting; because a bread slice is a skive - but a "skive" also means sandwich 
item_90		food_drink	agurk	cucumber			cucumber	
item_91	item_96	food_drink	appelsin	orange	orange (food)			
item_92	item_97	food_drink	banan	banana	banana			
item_93		food_drink	boller	bowls	bun		bun	Boller (food) is buns; but Boller (kitchenware) is bowls 
item_94		food_drink	bønner	beans			beans	
item_95	item_99	food_drink	brød	loaf of bread	bread			
item_96		food_drink	brus	soft drinks		soft drinks/soda	soda	
item_97		food_drink	cola	Coke			coke	
item_98	item_100	food_drink	corn flakes	corn flakes	cheerios		corn flakes 	Didn't understand this one; cheerios is a brand/or type of breakfast cereal. Corn flakes is a specific thing 
item_99		food_drink	dessert	dessert			dessert 	
item_100	item_101	food_drink	drikke (beverage)	drink	drink (beverage)			
item_101		food_drink	druer	grapes			grapes	
item_102	item_102	food_drink	egg	eggs	egg		eggs	Egg - plural and singular
item_103	item_103	food_drink	eple	apple	apple			
item_104		food_drink	erter	peas			peas	
item_105	item_104	food_drink	fisk (food)	fish	fish (food)			
item_106	item_105	food_drink	frokostblanding	cereal	cereal			
item_107		food_drink	frukt	fruit			fruit 	
item_108		food_drink	godteri	candy			candy	
item_109		food_drink	grøt	porridge			porridge 	
item_110	item_106	food_drink	gulrot	carrot	carrots		carrot 	
item_111		food_drink	hamburger	hamburger			burger 	
item_112	item_107	food_drink	is	ice	ice cream			is' is both ice (frozen water) and ice cream
item_113		food_drink	jordbær	strawberries			Strawberries	
item_114	item_108	food_drink	juice	juice	juice			
item_115	item_109	food_drink	kaffe	coffee	coffee			
item_116	item_110	food_drink	kake	cake	cake			
item_117	item_111	food_drink	kjeks	cookies	cracker			
item_118	item_112	food_drink	kjøtt	meat	meat			
item_119		food_drink	kjøttkaker	Meatball		meatballs 	meatballs	
item_120		food_drink	knekkebrød	crispbread			crispbread	
item_121	item_113	food_drink	kylling (food)	chicken	chicken (food)			
item_122		food_drink	leverpostei	liverpaste		liver paté	liver paté	
item_123	item_114	food_drink	mat	food	food			
item_124		food_drink	matpakke	packed		packed lunch 		
item_125	item_115	food_drink	melk	milk	milk			
item_126		food_drink	melon	melon			melon	
item_127		food_drink	nøtter	nuts			nut	
item_128		food_drink	nugatti	Nugatti			nugatti	Nugatti - has become a word for all chocolate spreads even though it refers to one brand
item_129	item_116	food_drink	ost	cheese	cheese			
item_130		food_drink	pannekake	pancake			pancake	
item_131	item_117	food_drink	pasta	pasta	pasta			
item_132	item_118	food_drink	pizza	pizza	pizza			
item_133		food_drink	pølser	hot dogs			hot dogs	
item_134		food_drink	pommes frites	french fries			french fries	
item_135		food_drink	popcorn	popcorn			popcorn 	
item_136		food_drink	poteter	potatoes			potatoes	
item_137		food_drink	potetgull	potato chips		crisps (depends on English UK or US) 	crisps	
item_138		food_drink	ris	rice			rice	
item_139		food_drink	ristet brød	toast			toast	
item_140	item_119	food_drink	rosiner	raisins	raisin		raisins	
item_141		food_drink	saft	squash			squash 	Squash works, but also fruit juice or syrup 
item_142		food_drink	salami	salami			salami 	
item_143		food_drink	salt	salt			salt	
item_144		food_drink	saus	sauce			sauce 	
item_145		food_drink	sjokolade	chocolate			chocolate	
item_146	item_120	food_drink	smør	butter	butter			
item_147	item_121	food_drink	spagetti	spaghetti	pasta			
item_148	item_122	food_drink	sukkertøy	Confectionery	candy	candy 		
item_149		food_drink	suppe	soup			coup	
item_150		food_drink	syltetøy	jam			jam	
item_151		food_drink	te	tea			tea	
item_152		food_drink	tran	cod liver oil			cod liver oil 	
item_153		food_drink	tyggegummi	chewing gum			chewing gum 	
item_154		food_drink	vafler	waffles			waffles	
item_155	item_123	food_drink	vann (beverage)	water	water (beverage)			
item_156		food_drink	yoghurt	yogurt			yogurt	
item_157		clothing	belte	belt			belt	
item_158	item_124	clothing	bleie	Diaper	diaper		diaper	
item_159	item_125	clothing	bukse	pants	pants			
item_160		clothing	dress (ute)	dress (out)		suit 	suit 	Dress is usually a 'suit', but for outside you might mean 'kjeledress' which is coveralls
item_161	item_126	clothing	genser	sweater	sweater			
item_162	item_127	clothing	glidelås	zipper	zipper			
item_163	item_128	clothing	halskjede	Necklace	necklace			
item_164		clothing	hansker	gloves			gloves	
item_165	item_129	clothing	jakke	jacket	jacket			
item_166		clothing	joggesko	sneakers			sneakers	
item_167	item_130	clothing	kjole	dress	dress (object)			
item_168		clothing	knapper	Buttons	button		buttons	
item_169	item_132	clothing	lue	cap	hat	beanie hat	beanie hat	
item_170	item_133	clothing	pysjamas	pajamas	pajamas			
item_171	item_134	clothing	regntøy	rainwear	coat		rainwear 	regntøy does not refer to which parts of the body the clothing is for (it includes pants, jacket, hats that are waterproof)
item_172		clothing	sandaler	sandals			sandals	
item_173	item_135	clothing	shorts	shorts	shorts			
item_174		clothing	skjerf	scarf	scarf			
item_175		clothing	skjorte	shirt			shirt	
item_176	item_136	clothing	sko	shoe	shoe			sko' - plural and singular
item_177	item_137	clothing	smekke	bib	bib			
item_178	item_138	clothing	smokk	pacifier	pacifier			
item_179	item_139	clothing	sokker	socks	sock		socks	
item_180	item_140	clothing	støvler	boots	boots			
item_181	item_141	clothing	strømpebukse	tights	tights			
item_182		clothing	strømper	stockings			stockings	
item_183	item_142	clothing	t-skjorte	T-shirt	t-shirt			
item_184		clothing	tøfler	slippers			slippers	
item_185		clothing	underbukse	briefs		underwear (men)	Underwear (men) 	underbukse is not only briefs - includes all types of mens' underwear 
item_186	item_143	clothing	votter	mittens	mittens			
item_187		body_parts	ankel	Ankle			ankle	
item_188	item_144	body_parts	ansikt	face	face			
item_189	item_145	body_parts	arm	arm	arm			
item_190	item_146	body_parts	bein	bone	leg			Bein can be both bones in the body and your leg. 
item_191	item_147	body_parts	finger	finger	finger			
item_192	item_148	body_parts	fot	foot	foot			
item_193		body_parts	hake	chin			chin 	
item_194	item_149	body_parts	hånd	hand	hand			
item_195	item_150	body_parts	hår	hair	hair			
item_196	item_151	body_parts	hode	head	head			
item_197	item_152	body_parts	kinn	cheek	cheek			
item_198	item_153	body_parts	kne	knee	knee			
item_199		body_parts	lepper	lips			lips	
item_200	item_154	body_parts	mage	stomach	tummy		stomach 	
item_201	item_155	body_parts	munn	mouth	mouth			
item_202	item_156	body_parts	navle	belly button	belly button			
item_203	item_157	body_parts	nese	nose	nose			
item_204	item_158	body_parts	øre	ear	ear			
item_205	item_159	body_parts	øye	eye	eye			
item_206		body_parts	pupp	tit			tit (or boob) 	
item_207		body_parts	rumpe	butt			butt	
item_208		body_parts	rygg	back			back 	
item_209		body_parts	skulder	shoulder			shoulder	
item_210	item_161	body_parts	tenner	teeth	tooth		teeth 	
item_211	item_162	body_parts	tiss	tiss	penis	genitalia 	genitalia 	tiss' means both pee and a non-genered word to include both penis/vagina
item_212	item_163	body_parts	tunge	tongue	tongue			
item_213	item_160	body_parts	tå	toe	toe			
item_214	item_164	household	bilde	picture	picture			
item_215		household	boks	box			box	
item_216	item_165	household	børste	brush	brush (object)			
item_217		household	bøtte	bucket			bucket	
item_218		household	brett	board			board	
item_219	item_166	household	briller	glasses	glasses			
item_220		household	dopapir	dopapir		toilet paper	toilet paper	
item_221	item_167	household	dyne	duvet	blanket		duvet	
item_222	item_168	household	eske	box	box			
item_223		household	fat	barrel		plate	plate	
item_224	item_169	household	flaske	bottle	bottle			
item_225		household	gåbil	gåbil		Toddler push cars	Toddler push cars	
item_226	item_170	household	gaffel	fork	fork			
item_227	item_171	household	glass	glass	glass			
item_228	item_172	household	hammer	hammer	hammer			
item_229	item_173	household	håndkle	towel	towel			
item_230	item_174	household	kam	comb	comb (object)			
item_231		household	kamera	camera			camera	
item_232		household	kasse	Checkout		box	box	Since it is household, 'kasse' does not mean check-out. But rather box or case 
item_233		household	kjøkkenrull	kitchen roll			kitchen roll 	kjøkkenrull' can mean the kitchen roll holder or the kitchen paper itself 
item_234	item_175	household	klokke	clock	clock			
item_235	item_176	household	kniv	knife	knife			
item_236	item_177	household	kopp	cup	cup			
item_237	item_178	household	kost	costly	broom	broom 		kost' can mean the cost of something; but in household context it is a broom
item_238		household	krukke	jar			jar	
item_239		household	krus	mug			mug 	krus - plural and singular. Cup can also be used. 
item_240	item_179	household	lampe	lamp	lamp			
item_241	item_180	household	lommebok	purse	purse	wallet	wallet 	
item_242	item_181	household	lys	light	light (object)			
item_243	item_182	household	medisin	medicine	medicine			
item_244	item_183	household	nøkler	Keys	keys			
item_245	item_184	household	papir	paper	paper			
item_246	item_185	household	penger	money	money			
item_247	item_186	household	plante	plant	plant			
item_248	item_187	household	pute	pillow	pillow			
item_249	item_188	household	radio	radio	radio			
item_250	item_189	household	saks	scissors	scissors			
item_251	item_190	household	såpe	soap	soap			
item_252		household	sekk	sack		backpack 	backpack 	
item_253		household	serviett	napkin			napkin	
item_254	item_191	household	skål	Cheers	bowl	bowl 		
item_255	item_192	household	skje	spoon	spoon			
item_256	item_193	household	søppel	trash	trash			
item_257		household	søppelbøtte	trash can			trash can 	
item_258	item_194	household	støvsuger	vacuum cleaner	vacuum			
item_259	item_195	household	tallerken	plate	plate			
item_260	item_196	household	tannbørste	toothbrush	toothbrush			
item_261	item_197	household	telefon	phone	telephone			
item_262	item_198	household	teppe	blanket	blanket			
item_263		household	veske	handbag	purse	bag	bag	veske' includes hand-bag and purse, and can also mean other things - thus better with bag
item_264	item_199	furniture_rooms	bad	bathroom	bathroom			
item_265	item_200	furniture_rooms	badekar	bathtub	bathtub			
item_266		furniture_rooms	balkong	balcony			balcony	
item_267		furniture_rooms	barneseng	cot			cot	
item_268	item_201	furniture_rooms	barnestol	Highchair	high chair			
item_269	item_202	furniture_rooms	bord	table	table			
item_270		furniture_rooms	do	do		toilet	toilet 	
item_271	item_203	furniture_rooms	dør	dies	door	door		dør' means both door and dies but since this is furniture
item_272		furniture_rooms	dusj	shower			shower	
item_273	item_204	furniture_rooms	garasje	garage	garage			
item_274	item_205	furniture_rooms	gyngestol	rocking chair	rocking chair			
item_275		furniture_rooms	kjeller	basement			basement	
item_276	item_206	furniture_rooms	kjøkken	kitchen	kitchen			
item_277	item_207	furniture_rooms	kjøleskap	refrigerator	refrigerator			
item_278	item_208	furniture_rooms	komfyr	stove	stove			
item_279	item_209	furniture_rooms	lekegrind	playpen	play pen			
item_280	item_210	furniture_rooms	ovn	oven	oven			
item_281		furniture_rooms	PC	PC			PC	
item_282	item_211	furniture_rooms	potte	Potty	potty			
item_283		furniture_rooms	rom	rom		room 	room 	
item_284	item_212	furniture_rooms	seng	bed	bed			
item_285		furniture_rooms	skap	cupboard			cupboard 	
item_286	item_213	furniture_rooms	skuff	Tray	drawer	drawer 		
item_287	item_214	furniture_rooms	sofa	sofa	couch	couch 		
item_288	item_215	furniture_rooms	soverom	bedroom	bedroom			
item_289	item_216	furniture_rooms	stol	chair	chair			
item_290	item_217	furniture_rooms	stue	living room	living room			
item_291		furniture_rooms	terrasse	terrace			terrace	
item_292		furniture_rooms	tørketrommel	dryer			dryer	
item_293	item_218	furniture_rooms	trapp	staircase	stairs		staircase	
item_294	item_219	furniture_rooms	TV	Television	tv	TV	TV	
item_295	item_220	furniture_rooms	vask	wash	sink	sink 		
item_296		furniture_rooms	vaskemaskin	washing machine			washing machine 	
item_297	item_221	furniture_rooms	vindu	window	window			
item_298		outside	badebasseng	swimming pool			swimming pool	
item_299		outside	bakgård	Backyard			backyard	
item_300	item_222	outside	blomst	flower	flower			
item_301		outside	fjell	mountain			mountain 	
item_302		outside	flagg	flag			flag	
item_303		outside	fortau	pavement			pavement	
item_304		outside	gress	grass			grass	
item_305		outside	gressklipper	lawn mower			lawn mower	
item_306	item_223	outside	himmel	heaven	sky	sky 		himmel' can mean heaven, but that is more with the spiritual understanding 
item_307	item_224	outside	huske (object)	remember	swing (object)	swing 		
item_308		outside	kjelke	toboggan			toboggan 	
item_309	item_225	outside	måne	moon	moon			
item_310		outside	pinne	stick			stick 	
item_311	item_226	outside	regn	rain	rain			
item_312		outside	sandkasse	sandpit			sandpit	
item_313	item_227	outside	sklie	slide	slide (object)			
item_314		outside	skyer	clouds			clouds 	
item_315	item_228	outside	snø	snow	snow			
item_316		outside	snømann	snowman			snowman 	
item_317	item_229	outside	sol	sun	sun			
item_318	item_230	outside	spade	shovel	shovel			
item_319		outside	steiner	stones	rock (object)			
item_320		outside	stige	step ladder		ladder	ladder	stige' includes both step-ladders and larger ladders
item_321	item_232	outside	stjerner	stars	star		stars	
item_322		outside	tak	ceiling		roof	roof	tak' means ceiling but since this is outside the correct translation is roof 
item_323		outside	trampoline	trampoline			trampoline	
item_324	item_233	outside	tre	three	tree	tree 		tre' means both number three and the object tree but this is outside so tree is correct
item_325	item_235	outside	vann (not beverage)	water	water (not beverage)			
item_326		outside	vannslange	water hose			water hose	
item_327		outside	vei	road			road	
item_328		outside	vind	wind			wind	
item_329		places	bensinstasjon	gas station			gas station	
item_330		places	bondegård	Farm			farm 	
item_331	item_236	places	butikk	shop	store		shop	
item_332		places	byen	the city			the city 	
item_333		places	campingplass	camping site			camping site	
item_334	item_237	places	dyrehage	zoo	zoo			
item_335	item_238	places	fest	fest	party			
item_336	item_239	places	hage	garden	garden			
item_337	item_240	places	hjem	home	home			
item_338	item_241	places	hus	house	house			
item_339	item_242	places	jobb	job	work (place)			
item_340		places	kino	movie theater			cinema 	
item_341	item_243	places	kirke	church	church			
item_342		places	landet	the country		country-side	country-side 	
item_343		places	lekeplass	playground			playground	
item_344	item_244	places	park	park	park			
item_345		places	sirkus	circus			circus	
item_346		places	skogen	the woods			the woods	
item_347	item_245	places	skole	school	school			
item_348	item_246	places	strand	beach	beach			
item_349	item_247	places	svømmehall	svømmehall	pool	swimming facility 	swimming facility 	This refers to the facility where you go to swim 
item_350		places	ut	out			outside 	
item_351	item_248	people	baby	baby	baby			
item_352	item_249	people	barn	children	child			barn' is both plural and singular
item_353	item_250	people	barnets navn	child's name	child's own name			
item_354		people	barnevaktens navn	Barnevakten name		babysitter's name	babysitter's name 	
item_355	item_251	people	bestefar	grandfather	grandpa			
item_356	item_252	people	bestemor	grandmother	grandma			
item_357		people	bonde	farmer			farmer	
item_358		people	brannmann	firefighter	firefighter			
item_359	item_253	people	bror	brother	brother			
item_360		people	cowboy	cowboy			cowboy 	
item_361	item_254	people	dame	lady	lady			
item_362		people	doktor	Doctor			doctor	
item_363	item_255	people	farfar	grandfather	grandpa			
item_364	item_256	people	farmor	grandmother	grandma			
item_365		people	folk	people			people 	
item_366	item_257	people	gutt	boy	boy			
item_367		people	helsesøster	nurse			nurse	Helsesøster refers to a female nurse
item_368	item_258	people	jente	girl	girl			
item_369		people	klovn	clown			clown 	
item_370		people	lærer	teacher			teacher	
item_371		people	mamma/mor	mom / mother	mommy			
item_372	item_260	people	mann	husband	man			
item_373		people	mennesker	human beings	person		humans 	
item_374	item_262	people	morfar	grandfather	grandpa			
item_375	item_263	people	mormor	Granny	grandma	grandmother 		
item_376		people	navn på kjæledyr	pet names			pet names	
item_377	item_264	people	oldefar	great grandfather	great grandpa			
item_378	item_265	people	oldemor	great grandmother	great grandma			
item_379	item_266	people	onkel	Uncle	uncle			
item_380		people	pappa/far	dad / father	daddy			
item_381		people	politi	police	police			
item_382		people	postbud	postman			postman  	
item_383	item_268	people	søster	sister	sister			
item_384	item_269	people	tante	Aunt	aunt			
item_385		people	venn	friend			friend	
item_386		people	venninne	Girlfriend			girlfriend (friend who is a girl) 	
item_387		games_routines	”kommer og tar deg” lek	Come and take you play		tag 	tag	
item_388	item_270	games_routines	bade	bathing	bath		bathing	
item_389	item_271	games_routines	frokost	breakfast	breakfast			
item_390		games_routines	gå på do	go to the bathroom		go to the toilet 	go to the toilet	
item_391	item_272	games_routines	god natt	good night	good night			
item_392	item_273	games_routines	ha det	bye bye	bye	bye		
item_393		games_routines	hallo	Hello			hello	
item_394		games_routines	handle	Shopping			shopping	
item_395	item_274	games_routines	hei	hey there	hi	hi		
item_396	item_275	games_routines	hysj	hush	shh			
item_397	item_276	games_routines	ikke (routine)	do not	don't			
item_398	item_277	games_routines	ja	yes	yes			
item_399		games_routines	jo	the		yeah	yeah 	
item_400	item_278	games_routines	klappe kake	pat cake	pattycake		pat a cake (song) 	I have no idea what this is
item_401		games_routines	kveldsmat	evening meal			evening meal 	
item_402	item_279	games_routines	Borte! (lek hvor ansikt gjemmes og plutselig vises)	Gone! (Play where face hidden and suddenly appears)	peekaboo			
item_403	item_280	games_routines	lunsj	lunch	lunch			
item_404	item_281	games_routines	middag	dinner	dinner			
item_405	item_282	games_routines	nei	no	no			
item_406		games_routines	ringe	call			call 	
item_407		games_routines	snurre rundt	spin around			spin around 	
item_408	item_283	games_routines	sovetid	sleeping time	nap		bedtime 	
item_409		games_routines	sååå stor	sooo big			sooo big 	
item_410	item_284	games_routines	takk	thank you	thank you			
item_411	item_285	games_routines	vær så snill	por favor	please	please 		
item_412	item_286	games_routines	vent	hold it	wait	wait 		
item_413	item_287	games_routines	vil	want to	wanna		want to 	
item_414		action_words	jobbe	work			work 	
item_415	item_288	action_words	bite	bite	bite			
item_416	item_289	action_words	blåse	blow	blow			
item_417		action_words	bråke	brawl			brawl 	
item_418		action_words	bygge	building		to build 	build	
item_419		action_words	bære	carry			carry 	
item_420	item_290	action_words	danse	dance	dance			
item_421		action_words	dele	share			share	
item_422	item_292	action_words	drikke (action)	drink	drink (action)			
item_423	item_293	action_words	dytte	shove	push			
item_424	item_294	action_words	elske	making love	love	to love 		You can say 'elske' as make love, but it is usually to love 
item_425		action_words	fange	catch			catch 	
item_426	item_296	action_words	falle	fall	fall			
item_427		action_words	finne	find			find 	
item_428	item_297	action_words	forte seg	hurry	hurry			
item_429	item_295	action_words	få	get	get			
item_430	item_299	action_words	gi	give	give			
item_431		action_words	gjemme	hide			hide	
item_432	item_300	action_words	gjøre seg ferdig	should finish	finish	finish-up 		
item_433		action_words	gli	slide			slide 	
item_434	item_301	action_words	gråte	cry	cry			
item_435	item_298	action_words	gå	go	walk	walk 		
item_436		action_words	ha	have			have	
item_437		action_words	hate	hate			hate 	
item_438		action_words	helle	pour			pour 	
item_439	item_302	action_words	hente	fetch	get		fetch 	
item_440	item_303	action_words	hjelpe	help	help			
item_441		action_words	holde	hold			hold 	
item_442	item_304	action_words	holde øye med	keep an eye on	watch (action)			
item_443	item_305	action_words	hoppe	jump	jump			
item_444	item_306	action_words	huske (action)	remember	swing (action)		remember 	
item_445		action_words	høre	hear			hear	
item_446		action_words	høre etter	listen			listen 	
item_447		action_words	følge etter	follow			follow 	
item_448	item_307	action_words	kaste	throw	throw			
item_449	item_308	action_words	kile	wedge	tickle	tickle 		
item_450		action_words	kjøpe	buy			buy 	
item_451	item_309	action_words	kjøre	driving	drive	drive 		
item_452		action_words	klappe	pat			pat	klappe can be both 'pat' someone on the back and 'clap your hands together' 
item_453		action_words	klatre	climb			climb 	
item_454	item_310	action_words	klemme	clamp	hug	hug 		
item_455		action_words	kle på	dress		to get dressed	dress 	
item_456		action_words	koste	cost		sweep 	sweep 	koste' as an action word would mean something like sweep, dust-off, brush 
item_457	item_311	action_words	kysse	kiss	kiss			
item_458		action_words	lage mat	cook			cook 	
item_459		action_words	late som	pretend			pretend	
item_460		action_words	putte	put			put 	
item_461	item_312	action_words	legge	put	put	lay	lay	
item_462	item_313	action_words	leke (action)	play	play			
item_463	item_314	action_words	lese	read	read			
item_464		action_words	like	equally		like 	like 	like' as an action word is to like something/someone, but 'like' can also mean equally 
item_465	item_316	action_words	lukke	close	close			
item_466	item_315	action_words	løpe	run	run			
item_467		action_words	male	paint			paint 	
item_468	item_317	action_words	mate	feed	feed			
item_469		action_words	miste	Lose			lose	
item_470		action_words	reparere	repair			repair 	
item_471		action_words	passe	fit			fit 	passe' does have several means though
item_472	item_319	action_words	plaske	splash	splash			
item_473		action_words	prøve	sample		try 	attempt 	
item_474		action_words	puste	breathing			breathing 	
item_475	item_320	action_words	ri	ri	ride	ride		
item_476		action_words	riste	shake			shake 	
item_477		action_words	rive av	tear off			tear off 	
item_478	item_321	action_words	rydde	clear	clean (action)	tidy 	tidy 	
item_479		action_words	røre	stir			stir 	
item_480	item_322	action_words	se	see	see			
item_481	item_323	action_words	se på	look at	look			
item_482		action_words	sette	put		place 	place 	place (to place something) 
item_483	item_324	action_words	si	say	say			
item_484		action_words	sitte	sit		sit	sit 	
item_485		action_words	skjære	Magpie		cut 	cut 	
item_486		action_words	skli	slip		slide	slide 	
item_487	item_325	action_words	skrive	write	write			
item_488		action_words	skynde seg	hasten		to hurry up	hasten 	
item_489		action_words	slikke	lick			lick 	
item_490		action_words	slutte	quit			quit	
item_491	item_326	action_words	slå	switch	hit	hit 		
item_492		action_words	smake	taste			taste	
item_493	item_327	action_words	smile	smile	smile			
item_494		action_words	snakke	talk			talk	
item_495	item_328	action_words	sove	sleep	sleep			
item_496	item_329	action_words	sparke	Kick	kick			
item_497		action_words	spille	play			play 	
item_498	item_330	action_words	spise	eat	eat			
item_499		action_words	stikke	stick		sting	sting 	This word can also have another action-orientated meaning for 'leave'
item_500	item_331	action_words	stoppe	stop	stop			
item_501		action_words	stå	stand			stand 	
item_502	item_333	action_words	synge	sing	sing			
item_503	item_332	action_words	svømme	swim	swim			
item_504		action_words	søle	spill			spill	
item_505	item_334	action_words	ta	take	take			
item_506	item_336	action_words	tegne	draw	draw			
item_507		action_words	tenke	thinking		think	think 	
item_508		action_words	treffe	hit			hit	This word can also have another action-orientated meaning for 'meet'
item_509	item_291	action_words	dra	drag	go	leave	leave	This word can also have another action-orientated meaning for 'pull '
item_510	item_337	action_words	tørke	drought	dry (action)			
item_511	item_338	action_words	vaske	wash	wash			
item_512		action_words	vente	wait			wait 	
item_513		action_words	slå seg	settle		injured 	injured 	This word can also have another action-orientated meaning for 'settle' but only if it says 'slå seg ned'
item_514	item_339	action_words	vise	view	show			
item_515		action_words	velte	topple		topple 		
item_516		action_words	være glad i	be fond of		to love 	to love 	This is very difficult because this has societal influences 
item_517		action_words	våkne	wake up			wake up 	
item_518	item_318	action_words	ødelegge	tear up	break	destroy 	destroy 	
item_519		action_words	ønske	desire		wish 	wish 	
item_520	item_340	action_words	åpne	open up	open (action)			
item_521		descriptive_words	bedre	better			better	
item_522	item_341	descriptive_words	blå	blue	blue			
item_523		descriptive_words	bløt	soft		moist	moist	
item_524	item_342	descriptive_words	borte	away	all gone		away 	This can also mean 'gone' - but all gone would have to be 'alt borte'.
item_525	item_343	descriptive_words	bra	good	good			
item_526		descriptive_words	bråkete	noisy			noisy 	
item_527		descriptive_words	brun	brown			brown 	
item_528		descriptive_words	dårlig	bad			bad 	This can also mean that someone is doing 'poorly'
item_529	item_344	descriptive_words	ekkelt	disgusting	yucky		disgusting 	
item_530	item_345	descriptive_words	fin	nice	fine			
